TS,Device,Sensor,Value
2018-08-28 23:02:40.000,3,3,62.93
2018-08-28 23:02:45.000,1,2,39.51
2018-08-28 23:02:45.000,1,5,108.24
2018-08-28 23:02:45.000,2,2,33.78
2018-08-28 23:02:45.000,2,4,83.11
2018-08-28 23:02:45.000,2,5,107.49
2018-08-28 23:02:45.000,3,5,102.86
2018-08-28 23:02:50.000,1,1,10.02
2018-08-28 23:02:50.000,1,3,61.365
2018-08-28 23:02:50.000,1,5,105.41
2018-08-28 23:02:50.000,2,3,62.8
2018-08-28 23:02:50.000,2,5,109.69
2018-08-28 23:02:50.000,3,3,64.93
2018-08-28 23:02:55.000,1,1,13.61
2018-08-28 23:02:55.000,1,3,61.56
2018-08-28 23:02:55.000,1,4,82.98
2018-08-28 23:02:55.000,2,1,10.75
2018-08-28 23:02:55.000,2,4,83.7
2018-08-28 23:02:55.000,3,1,12.89
2018-08-28 23:02:55.000,3,4,80.84
2018-08-28 23:03:00.000,1,1,14.51
2018-08-28 23:03:00.000,1,2,31.86
2018-08-28 23:03:00.000,1,3,62.66
2018-08-28 23:03:00.000,2,1,11.65
2018-08-28 23:03:00.000,2,3,64.8
2018-08-28 23:03:00.000,3,2,37.58
2018-08-28 23:03:00.000,3,3,63.87
2018-08-28 23:03:05.000,1,2,33.4
2018-08-28 23:03:05.000,3,2,34.12
2018-08-28 23:03:05.000,3,5,107.265
2018-08-28 23:03:10.000,1,1,13.19
2018-08-28 23:03:10.000,1,2,34.94
2018-08-28 23:03:10.000,1,5,106.23
2018-08-28 23:03:10.000,2,1,10.33
2018-08-28 23:03:10.000,2,5,100.51
2018-08-28 23:03:10.000,3,3,60.34
2018-08-28 23:03:10.000,3,4,80.98
2018-08-28 23:03:15.000,2,1,13.09
2018-08-28 23:03:15.000,2,2,32.47
2018-08-28 23:03:15.000,2,4,82.865
2018-08-28 23:03:15.000,2,5,105.12
2018-08-28 23:03:15.000,3,4,80.42
2018-08-28 23:03:20.000,1,1,13.735
2018-08-28 23:03:20.000,1,2,34.395
2018-08-28 23:03:20.000,2,1,14.94
2018-08-28 23:03:20.000,2,5,100.78
2018-08-28 23:03:20.000,3,1,12.53
2018-08-28 23:03:25.000,1,1,13.9
2018-08-28 23:03:25.000,1,3,60.95
2018-08-28 23:03:25.000,2,1,10.85
2018-08-28 23:03:25.000,3,1,13.18
2018-08-28 23:03:25.000,3,3,63.81
2018-08-28 23:03:25.000,3,5,103.53
2018-08-28 23:03:30.000,1,1,13.26
2018-08-28 23:03:30.000,1,4,81.85
2018-08-28 23:03:30.000,1,5,105.25
2018-08-28 23:03:30.000,2,2,30.79
2018-08-28 23:03:30.000,2,4,83.99
2018-08-28 23:03:30.000,3,3,64.72
2018-08-28 23:03:30.000,3,4,81.13
2018-08-28 23:03:35.000,1,2,38.32
2018-08-28 23:03:35.000,1,3,60.58
2018-08-28 23:03:35.000,1,4,81.21
2018-08-28 23:03:35.000,2,2,32.6
2018-08-28 23:03:35.000,2,4,83.35
2018-08-28 23:03:35.000,3,2,36.87
2018-08-28 23:03:35.000,3,5,100.97
2018-08-28 23:03:40.000,1,1,13.53
2018-08-28 23:03:40.000,1,3,61.48
2018-08-28 23:03:40.000,1,5,106.745
2018-08-28 23:03:40.000,2,5,108.5
2018-08-28 23:03:40.000,3,3,64.34
2018-08-28 23:03:40.000,3,5,102.78
2018-08-28 23:03:45.000,1,4,84.89
2018-08-28 23:03:45.000,2,3,64.25
2018-08-28 23:03:45.000,2,4,83.68
2018-08-28 23:03:45.000,3,3,61.27
2018-08-28 23:03:45.000,3,4,80.82
2018-08-28 23:03:45.000,3,5,104.98
2018-08-28 23:03:50.000,1,2,32.56
2018-08-28 23:03:50.000,1,3,61.66
2018-08-28 23:03:50.000,1,5,109.62
2018-08-28 23:03:50.000,2,5,101.07
2018-08-28 23:03:50.000,3,1,10.82
2018-08-28 23:03:50.000,3,5,105.34
2018-08-28 23:03:55.000,1,1,11.54
2018-08-28 23:03:55.000,1,4,84.5
2018-08-28 23:03:55.000,2,1,13.68
2018-08-28 23:03:55.000,2,4,81.63
2018-08-28 23:03:55.000,3,1,14.4
2018-08-28 23:03:55.000,3,4,83.065
2018-08-28 23:04:00.000,1,2,31.58
2018-08-28 23:04:00.000,1,5,107.49
2018-08-28 23:04:00.000,2,2,36.1
2018-08-28 23:04:00.000,2,5,101.76
2018-08-28 23:04:00.000,3,2,35.38
2018-08-28 23:04:05.000,1,3,62.3
2018-08-28 23:04:05.000,1,5,102.1
2018-08-28 23:04:05.000,2,3,63.83
2018-08-28 23:04:05.000,2,5,107.65
2018-08-28 23:04:05.000,3,5,103.21
2018-08-28 23:04:10.000,1,1,12.78
2018-08-28 23:04:10.000,1,3,60.93
2018-08-28 23:04:10.000,1,5,104.3
2018-08-28 23:04:10.000,2,2,39.84
2018-08-28 23:04:10.000,2,5,103.54
2018-08-28 23:04:10.000,3,2,34.12
2018-08-28 23:04:10.000,3,5,107.82
2018-08-28 23:04:15.000,1,1,11.675
2018-08-28 23:04:15.000,1,3,60.1
2018-08-28 23:04:15.000,1,4,80.73
2018-08-28 23:04:15.000,2,2,31.65
2018-08-28 23:04:15.000,3,2,36.65
2018-08-28 23:04:20.000,1,1,14.98
2018-08-28 23:04:20.000,2,4,80.07
2018-08-28 23:04:20.000,2,5,107.55
2018-08-28 23:04:20.000,3,4,82.21
2018-08-28 23:04:20.000,3,5,102.746666666667
2018-08-28 23:04:25.000,1,2,30.87
2018-08-28 23:04:25.000,1,4,82.48
2018-08-28 23:04:25.000,2,2,33.735
2018-08-28 23:04:25.000,2,4,83.21
2018-08-28 23:04:25.000,3,2,36.59
2018-08-28 23:04:25.000,3,4,80.34
2018-08-28 23:04:30.000,1,3,61.34
2018-08-28 23:04:30.000,1,5,106.77
2018-08-28 23:04:30.000,2,3,63.48
2018-08-28 23:04:30.000,2,5,104.173333333333
2018-08-28 23:04:30.000,3,5,102.5
2018-08-28 23:04:35.000,1,3,60.78
2018-08-28 23:04:35.000,1,5,108.97
2018-08-28 23:04:35.000,2,3,64.58
2018-08-28 23:04:35.000,2,4,80.21
2018-08-28 23:04:35.000,3,1,12.43
2018-08-28 23:04:35.000,3,3,63.64
2018-08-28 23:04:35.000,3,4,82.35
2018-08-28 23:04:40.000,1,4,83.72
2018-08-28 23:04:40.000,2,5,101.72
2018-08-28 23:04:40.000,3,1,13.63
2018-08-28 23:04:40.000,3,3,60.95
2018-08-28 23:04:40.000,3,4,81.58
2018-08-28 23:04:40.000,3,5,105.99
2018-08-28 23:04:45.000,1,2,33.35
2018-08-28 23:04:45.000,2,2,39.82
2018-08-28 23:04:45.000,2,3,63.81
2018-08-28 23:04:45.000,3,1,13.9
2018-08-28 23:04:45.000,3,2,36.585
2018-08-28 23:04:45.000,3,4,82.68
2018-08-28 23:04:50.000,1,2,35.55
2018-08-28 23:04:50.000,1,4,82.485
2018-08-28 23:04:50.000,2,3,61.64
2018-08-28 23:04:50.000,2,4,82.125
2018-08-28 23:04:50.000,3,3,63.78
2018-08-28 23:04:55.000,1,2,36.84
2018-08-28 23:04:55.000,2,1,12.82
2018-08-28 23:04:55.000,2,3,60.97
2018-08-28 23:04:55.000,3,1,14.96
2018-08-28 23:04:55.000,3,2,32.57
2018-08-28 23:04:55.000,3,3,63.11
2018-08-28 23:05:00.000,1,1,11.33
2018-08-28 23:05:00.000,1,3,63.38
2018-08-28 23:05:00.000,2,1,13.47
2018-08-28 23:05:00.000,2,3,60.52
2018-08-28 23:05:00.000,3,1,12.4
2018-08-28 23:05:00.000,3,3,61.24
2018-08-28 23:05:05.000,1,1,12.43
2018-08-28 23:05:05.000,1,2,31.16
2018-08-28 23:05:05.000,1,4,84.28
2018-08-28 23:05:05.000,2,1,14.57
2018-08-28 23:05:05.000,2,4,81.42
2018-08-28 23:05:05.000,3,3,62.72
2018-08-28 23:05:05.000,3,4,83.56
2018-08-28 23:05:10.000,1,1,14.74
2018-08-28 23:05:10.000,1,2,35.77
2018-08-28 23:05:10.000,1,4,82.555
2018-08-28 23:05:10.000,2,1,11.87
2018-08-28 23:05:10.000,2,2,32.6
2018-08-28 23:05:10.000,3,2,36.88
2018-08-28 23:05:15.000,1,2,35.455
2018-08-28 23:05:15.000,1,5,101.67
2018-08-28 23:05:15.000,2,2,37.21
2018-08-28 23:05:15.000,3,2,32.59
2018-08-28 23:05:15.000,3,5,107.39
2018-08-28 23:05:20.000,1,2,31.82
2018-08-28 23:05:20.000,1,5,107.005
2018-08-28 23:05:20.000,2,2,39.41
2018-08-28 23:05:20.000,2,5,102
2018-08-28 23:05:20.000,3,2,37.55
2018-08-28 23:05:20.000,3,5,103.45
2018-08-28 23:05:25.000,1,3,62.055
2018-08-28 23:05:25.000,2,1,13.11
2018-08-28 23:05:25.000,2,3,62.055
2018-08-28 23:05:25.000,3,1,10.25
2018-08-28 23:05:25.000,3,3,60.88
2018-08-28 23:05:30.000,1,1,10.97
2018-08-28 23:05:30.000,1,3,62.26
2018-08-28 23:05:30.000,1,5,106.95
2018-08-28 23:05:30.000,2,1,10.04
2018-08-28 23:05:30.000,2,4,84.41
2018-08-28 23:05:30.000,2,5,101.23
2018-08-28 23:05:30.000,3,1,12.18
2018-08-28 23:05:35.000,1,1,11.62
2018-08-28 23:05:35.000,1,4,84.57
2018-08-28 23:05:35.000,2,1,12.35
2018-08-28 23:05:35.000,2,4,80.3
2018-08-28 23:05:35.000,3,1,12.345
2018-08-28 23:05:35.000,3,4,82.44
2018-08-28 23:05:40.000,1,2,38.91
2018-08-28 23:05:40.000,2,2,33.19
2018-08-28 23:05:40.000,3,2,36.045
2018-08-28 23:05:40.000,3,4,83.76
2018-08-28 23:05:40.000,3,5,103.37
2018-08-28 23:05:45.000,1,1,13.88
2018-08-28 23:05:45.000,1,2,31.11
2018-08-28 23:05:45.000,2,2,35.39
2018-08-28 23:05:45.000,3,1,13.42
2018-08-28 23:05:45.000,3,2,39.66
2018-08-28 23:05:45.000,3,4,80.47
2018-08-28 23:05:50.000,1,4,83.25
2018-08-28 23:05:50.000,1,5,109.97
2018-08-28 23:05:50.000,2,4,84.165
2018-08-28 23:05:50.000,2,5,104.25
2018-08-28 23:05:50.000,3,1,14.26
2018-08-28 23:05:50.000,3,4,81.11
2018-08-28 23:05:55.000,1,2,34.61
2018-08-28 23:05:55.000,1,3,63.125
2018-08-28 23:05:55.000,1,5,102.17
2018-08-28 23:05:55.000,2,3,60.08
2018-08-28 23:05:55.000,3,3,62.21
2018-08-28 23:05:55.000,3,5,107.89
2018-08-28 23:06:00.000,1,1,13.19
2018-08-28 23:06:00.000,1,3,64.04
2018-08-28 23:06:00.000,2,1,10.33
2018-08-28 23:06:00.000,2,3,61.18
2018-08-28 23:06:00.000,3,1,11.87
2018-08-28 23:06:00.000,3,3,61.9
2018-08-28 23:06:05.000,1,1,14.29
2018-08-28 23:06:05.000,2,1,11.43
2018-08-28 23:06:05.000,3,1,12.315
2018-08-28 23:06:05.000,3,2,38.41
2018-08-28 23:06:05.000,3,4,80.42
2018-08-28 23:06:05.000,3,5,104.31
2018-08-28 23:06:10.000,1,1,11.15
2018-08-28 23:06:10.000,1,2,34.88
2018-08-28 23:06:10.000,1,3,63.92
2018-08-28 23:06:10.000,2,2,36.33
2018-08-28 23:06:10.000,2,3,61.06
2018-08-28 23:06:10.000,3,2,30.61
2018-08-28 23:06:10.000,3,3,61.78
2018-08-28 23:06:15.000,1,1,12.06
2018-08-28 23:06:15.000,2,1,14.01
2018-08-28 23:06:15.000,2,3,60.02
2018-08-28 23:06:15.000,3,1,10.11
2018-08-28 23:06:15.000,3,2,35.76
2018-08-28 23:06:15.000,3,3,62.16
2018-08-28 23:06:20.000,2,1,12.41
2018-08-28 23:06:20.000,2,2,36.1
2018-08-28 23:06:20.000,2,4,84.27
2018-08-28 23:06:20.000,3,1,12.04
2018-08-28 23:06:20.000,3,2,36.51
2018-08-28 23:06:20.000,3,4,82.65
2018-08-28 23:06:25.000,1,2,39.26
2018-08-28 23:06:25.000,1,5,100.55
2018-08-28 23:06:25.000,2,1,14.34
2018-08-28 23:06:25.000,2,2,30.92
2018-08-28 23:06:25.000,3,2,34.98
2018-08-28 23:06:25.000,3,4,80.64
2018-08-28 23:06:30.000,1,2,31.46
2018-08-28 23:06:30.000,1,4,81.36
2018-08-28 23:06:30.000,2,2,32.91
2018-08-28 23:06:30.000,2,4,83.5
2018-08-28 23:06:30.000,3,2,38.505
2018-08-28 23:06:35.000,1,2,36.79
2018-08-28 23:06:35.000,1,3,63.07
2018-08-28 23:06:35.000,2,1,13.16
2018-08-28 23:06:35.000,2,3,60.2
2018-08-28 23:06:35.000,2,4,84.65
2018-08-28 23:06:35.000,3,2,30.59
2018-08-28 23:06:40.000,1,2,33.33
2018-08-28 23:06:40.000,1,3,62.51
2018-08-28 23:06:40.000,2,2,37.61
2018-08-28 23:06:40.000,2,3,64.44
2018-08-28 23:06:40.000,3,2,35.74
2018-08-28 23:06:40.000,3,4,81.58
2018-08-28 23:06:40.000,3,5,105.59
2018-08-28 23:06:45.000,1,2,34.705
2018-08-28 23:06:45.000,1,3,61.74
2018-08-28 23:06:45.000,2,2,31.47
2018-08-28 23:06:45.000,2,3,63.88
2018-08-28 23:06:45.000,3,2,37.94
2018-08-28 23:06:45.000,3,5,105.5
2018-08-28 23:06:50.000,1,1,10.79
2018-08-28 23:06:50.000,1,3,62.48
2018-08-28 23:06:50.000,2,1,12.93
2018-08-28 23:06:50.000,2,3,64.98
2018-08-28 23:06:50.000,3,1,10.07
2018-08-28 23:06:50.000,3,3,60.7
2018-08-28 23:06:55.000,1,4,83.75
2018-08-28 23:06:55.000,2,2,37.67
2018-08-28 23:06:55.000,2,4,80.89
2018-08-28 23:06:55.000,3,1,13.66
2018-08-28 23:06:55.000,3,2,31.95
2018-08-28 23:06:55.000,3,3,61.61
2018-08-28 23:06:55.000,3,4,83.02
2018-08-28 23:07:00.000,1,2,33.4
2018-08-28 23:07:00.000,1,4,81.05
2018-08-28 23:07:00.000,1,5,108.4
2018-08-28 23:07:00.000,2,4,83.19
2018-08-28 23:07:00.000,3,3,63.91
2018-08-28 23:07:00.000,3,4,80.33
2018-08-28 23:07:05.000,1,1,14.85
2018-08-28 23:07:05.000,1,2,32.83
2018-08-28 23:07:05.000,2,2,36.14
2018-08-28 23:07:05.000,2,5,104.88
2018-08-28 23:07:05.000,3,2,30.42
2018-08-28 23:07:05.000,3,5,104.12
2018-08-28 23:07:10.000,1,3,61.13
2018-08-28 23:07:10.000,2,3,63.27
2018-08-28 23:07:10.000,3,2,34.61
2018-08-28 23:07:10.000,3,4,81.49
2018-08-28 23:07:10.000,3,5,105.42
2018-08-28 23:07:15.000,1,1,14.08
2018-08-28 23:07:15.000,1,3,62.03
2018-08-28 23:07:15.000,2,1,11.22
2018-08-28 23:07:15.000,2,2,33.71
2018-08-28 23:07:15.000,2,4,84.17
2018-08-28 23:07:15.000,2,5,109.61
2018-08-28 23:07:15.000,3,5,103.89
2018-08-28 23:07:20.000,1,1,14.99
2018-08-28 23:07:20.000,1,3,64.34
2018-08-28 23:07:20.000,2,1,12.12
2018-08-28 23:07:20.000,2,3,62.12
2018-08-28 23:07:20.000,3,2,32.38
2018-08-28 23:07:20.000,3,3,64.9
2018-08-28 23:07:25.000,1,3,63.89
2018-08-28 23:07:25.000,2,3,61.03
2018-08-28 23:07:25.000,2,5,106.66
2018-08-28 23:07:25.000,3,1,11.12
2018-08-28 23:07:25.000,3,3,62.455
2018-08-28 23:07:25.000,3,5,107.6
2018-08-28 23:07:30.000,1,1,11.84
2018-08-28 23:07:30.000,1,2,39.98
2018-08-28 23:07:30.000,2,1,13.98
2018-08-28 23:07:30.000,2,2,31.42
2018-08-28 23:07:30.000,2,5,100.16
2018-08-28 23:07:30.000,3,1,14.7
2018-08-28 23:07:30.000,3,2,35.7
2018-08-28 23:07:35.000,1,1,14.15
2018-08-28 23:07:35.000,1,4,82.1
2018-08-28 23:07:35.000,1,5,109.74
2018-08-28 23:07:35.000,2,1,11.28
2018-08-28 23:07:35.000,2,4,84.24
2018-08-28 23:07:35.000,3,5,104.02
2018-08-28 23:07:40.000,1,1,11.98
2018-08-28 23:07:40.000,1,2,36.79
2018-08-28 23:07:40.000,1,4,84.03
2018-08-28 23:07:40.000,1,5,100.49
2018-08-28 23:07:40.000,2,2,38.23
2018-08-28 23:07:40.000,3,2,32.51
2018-08-28 23:07:40.000,3,3,64.96
2018-08-28 23:07:45.000,1,1,12.37
2018-08-28 23:07:45.000,1,3,61.08
2018-08-28 23:07:45.000,2,1,11.17
2018-08-28 23:07:45.000,2,3,61.8
2018-08-28 23:07:45.000,3,1,10.23
2018-08-28 23:07:45.000,3,2,36.37
2018-08-28 23:07:45.000,3,3,63.94
2018-08-28 23:07:50.000,1,1,10.96
2018-08-28 23:07:50.000,1,4,80.32
2018-08-28 23:07:50.000,2,1,13.64
2018-08-28 23:07:50.000,2,4,81.05
2018-08-28 23:07:50.000,3,1,11.33
2018-08-28 23:07:50.000,3,4,83.18
2018-08-28 23:07:55.000,1,2,38.75
2018-08-28 23:07:55.000,1,3,60.01
2018-08-28 23:07:55.000,1,4,81.42
2018-08-28 23:07:55.000,1,5,104.11
2018-08-28 23:07:55.000,2,4,82.15
2018-08-28 23:07:55.000,3,2,34.47
2018-08-28 23:07:55.000,3,4,84.29
2018-08-28 23:08:00.000,1,3,60.39
2018-08-28 23:08:00.000,1,5,107.07
2018-08-28 23:08:00.000,2,1,10.1
2018-08-28 23:08:00.000,2,5,108.51
2018-08-28 23:08:00.000,3,2,38.33
2018-08-28 23:08:00.000,3,4,82.12
2018-08-28 23:08:00.000,3,5,102.79
2018-08-28 23:08:05.000,1,3,61.49
2018-08-28 23:08:05.000,1,5,103.12
2018-08-28 23:08:05.000,2,1,14.33
2018-08-28 23:08:05.000,2,5,107.4
2018-08-28 23:08:05.000,3,1,11.47
2018-08-28 23:08:05.000,3,3,64.35
2018-08-28 23:08:10.000,2,1,14.26
2018-08-28 23:08:10.000,2,2,31.86
2018-08-28 23:08:10.000,2,3,61.56
2018-08-28 23:08:10.000,3,1,11.4
2018-08-28 23:08:10.000,3,3,63.1
2018-08-28 23:08:10.000,3,4,84.42
2018-08-28 23:08:15.000,1,1,11.67
2018-08-28 23:08:15.000,1,4,84.62
2018-08-28 23:08:15.000,2,1,14.91
2018-08-28 23:08:15.000,2,4,81.76
2018-08-28 23:08:15.000,3,1,14.53
2018-08-28 23:08:15.000,3,3,64.54
2018-08-28 23:08:15.000,3,5,107.79
2018-08-28 23:08:20.000,1,1,12.77
2018-08-28 23:08:20.000,1,5,100.54
2018-08-28 23:08:20.000,2,1,13.49
2018-08-28 23:08:20.000,2,2,33.28
2018-08-28 23:08:20.000,3,1,10.63
2018-08-28 23:08:20.000,3,2,37.56
2018-08-28 23:08:20.000,3,4,83.13
2018-08-28 23:08:25.000,1,1,12.71
2018-08-28 23:08:25.000,1,4,81.37
2018-08-28 23:08:25.000,2,1,14.14
2018-08-28 23:08:25.000,2,4,82.09
2018-08-28 23:08:25.000,3,1,11.28
